"","epsilon","mean","sd","skew","kurtosis","time","mean_autocor"
"191",10,0.0011193575854194,0.00239675973105835,0.00783489716798843,0.018550829959127,13.5790579319,0.0281173267087296
"192",10,0.0199145099918885,0.00548431874452548,0.0167382839379366,0.0501811846475699,13.9750230312347,0.0292914757485212
"193",10,0.0135147184677673,0.00273227059284009,0.0187917427998079,0.0100736224229991,13.7887461185455,0.0262189296521897
"194",10,0.0242990222565322,0.00279467407589595,0.0373928228214976,0.0366209839802583,13.6195230484009,0.0232689985770524
"195",10,0.0123322121997279,0.00276579406583433,0.0124559550918513,0.0256855658895052,13.4539179801941,0.0264891227939165
"196",10,0.00517265274197679,0.00814805053222412,0.0211256808328307,0.0217599608160128,13.4034340381622,0.0246383749954667
"197",10,0.00635218017219062,1.72368506388132e-05,0.0294996384830247,0.10586746178357,13.4631259441376,0.0256899752925896
"198",10,0.00653751531294262,0.00132754481986042,0.0107390831277678,0.109594082259202,13.3913340568542,0.0292545616491368
"199",10,0.00752131709407072,0.00390040067693476,0.0384606299223142,0.0144108266799177,13.5309290885925,0.0259740417365092
"200",10,0.000844626714781793,0.00937089172966643,0.00046874054740284,0.0370136968648254,13.75523686409,0.0244833879741684
