"","param_1","param_2","const","size_data","ratio_noise_data"
"1",2.01818135947075,4.19999989524641,10.6633911212207,"1000","1"
"2",1.99875965169005,4.15854428041281,10.5658202946136,"1000","1"
"3",1.97818653308751,3.98182427252133,10.2870422447617,"1000","1"
"4",2.07046407903468,4.09321976856209,10.3098806088947,"1000","1"
"5",2.24351297775703,4.16888864729508,10.7902278336276,"1000","1"
"6",2.03710380765343,4.05842258564074,10.3212344320327,"1000","1"
"7",2.19112989244495,4.2802812157048,11.1705568850976,"1000","1"
"8",2.0325425872645,4.16075664326099,10.5699171694263,"1000","1"
"9",2.00064656388964,4.3074283972317,11.1048882658593,"1000","1"
"10",1.91140975083296,4.10817478002304,10.1411493330114,"1000","1"
"11",1.87570947158718,4.1553482693553,10.3356229238218,"1000","1"
"12",1.90207830162807,4.22993649419392,11.0255687069951,"1000","1"
"13",2.1574025184637,4.13878721536638,10.4757858506834,"1000","1"
"14",2.11825358551039,4.17141672257075,10.608077473278,"1000","1"
"15",2.01287022868999,4.28124854677298,10.9177084921794,"1000","1"
"16",1.85980941081706,4.24483288089853,10.8607536122269,"1000","1"
"17",1.95781104429222,4.14282049520533,10.5774919581401,"1000","1"
"18",1.82722707826174,4.15782166160704,10.4954441002784,"1000","1"
"19",1.94458930557694,4.18421062318167,10.6410445042916,"1000","1"
"20",2.22635113984811,4.18778140573446,10.6307215199287,"1000","1"
"21",1.93974513821286,4.11567949576571,10.2348586807472,"1000","1"
"22",2.03709610182579,4.28930153594756,11.0435578873001,"1000","1"
"23",2.20227970126426,4.07883594546952,10.2664750258286,"1000","1"
"24",2.03022591376046,4.1861877384339,10.9441098959043,"1000","1"
"25",1.71005365752408,4.12702118725818,10.6907097474858,"1000","1"
"26",2.2173340456455,4.17942632910433,10.5328753629699,"1000","1"
"27",2.13808723404133,4.17322819161971,10.6754256202821,"1000","1"
"28",1.82839523181064,4.14469854888831,10.4395304379619,"1000","1"
"29",1.91660628497011,4.14330517309486,10.3014491950536,"1000","1"
"30",2.12269819405264,4.04474918954154,10.1923582142148,"1000","1"
"31",1.71012215805109,4.17807308449529,10.7898355572426,"1000","1"
"32",1.93094112642234,4.15360887866142,10.5716654873819,"1000","1"
"33",1.86480274017877,4.12578628794054,10.4671282613078,"1000","1"
"34",1.89280980475391,4.1072097451077,10.36982164063,"1000","1"
"35",1.95540395229335,4.13074600461883,10.6213964759854,"1000","1"
"36",1.78985252461912,4.12051520871129,10.3351269054724,"1000","1"
"37",1.64390203537474,4.17433682925551,10.5967995396927,"1000","1"
"38",2.09404957224334,4.17150246349968,10.5122587634281,"1000","1"
"39",2.05985739112746,4.17554942066777,10.3804728946994,"1000","1"
"40",1.87712967675377,4.17156138215404,10.5835413834702,"1000","1"
"41",1.87753027883065,4.22720061269786,10.6054991546892,"1000","1"
"42",1.83713147940521,4.12564188339427,10.6873229751754,"1000","1"
"43",1.78364213078223,4.28489342926834,11.2346539594594,"1000","1"
"44",1.98589381830194,4.21163767530943,10.7900987940013,"1000","1"
"45",2.26226369101054,4.18232215972126,10.5747968488648,"1000","1"
"46",2.06213282565645,4.08165633642533,10.0531502533612,"1000","1"
"47",1.84689047533917,4.23413166435903,10.4060789599556,"1000","1"
"48",2.05638393953393,4.18825016975113,10.7866261219614,"1000","1"
"49",2.07567998198259,4.17055240430497,10.5469448483379,"1000","1"
"50",2.09879276322235,4.19658000194337,10.7352723751403,"1000","1"
"51",2.03959857308746,4.19739519326653,10.6681710889074,"1000","10"
"52",2.04654239514468,4.17516494641306,10.5284670802373,"1000","10"
"53",1.99627088794362,4.13700779356887,10.4794844751437,"1000","10"
"54",2.02700539531861,4.15388063006595,10.5018858869464,"1000","10"
"55",2.03973872411451,4.12994158899063,10.4027910350044,"1000","10"
"56",2.05577211193718,4.13914056034649,10.4653637536804,"1000","10"
"57",2.13333410813486,4.17762784587954,10.6339296907712,"1000","10"
"58",2.01172001103328,4.19417340882327,10.7504770258302,"1000","10"
"59",2.04561514656888,4.20573061955196,10.7732013442141,"1000","10"
"60",2.05727447245646,4.21250860043099,10.5843543087678,"1000","10"
"61",2.0112527460345,4.18031420295052,10.6456860835328,"1000","10"
"62",1.98896171670368,4.21046712033113,10.7558296540565,"1000","10"
"63",2.04005259950796,4.16115776580175,10.5426106922829,"1000","10"
"64",2.08897107061286,4.19054583369548,10.6511096588092,"1000","10"
"65",2.04656677724204,4.14663938943508,10.5045228790492,"1000","10"
"66",2.0234834534831,4.17273198644954,10.6003778807182,"1000","10"
"67",2.06804763179413,4.13706753601336,10.5739849731612,"1000","10"
"68",2.0293503810811,4.19288939576078,10.5973633351558,"1000","10"
"69",2.09118971100044,4.20125069801083,10.6915524832666,"1000","10"
"70",2.03369068656454,4.14659181413821,10.4318794965165,"1000","10"
"71",2.00810840029351,4.15329761498387,10.4732540743999,"1000","10"
"72",1.98536703023475,4.14326111177655,10.4782920827948,"1000","10"
"73",2.04133940502504,4.15838958678044,10.480819889871,"1000","10"
"74",1.99899735268062,4.17147977112248,10.5330732593593,"1000","10"
"75",2.09649774243153,4.20472359453694,10.8339127509424,"1000","10"
"76",2.13483109724859,4.17713203369593,10.5792653094773,"1000","10"
"77",2.05656792494936,4.17458153264139,10.5592982162322,"1000","10"
"78",2.04317165633183,4.1634971956687,10.531250347499,"1000","10"
"79",1.99906533620594,4.19517376165586,10.6154146448996,"1000","10"
"80",2.02359275484421,4.15128474445709,10.4436294952984,"1000","10"
"81",2.07332599362325,4.15171682957335,10.4219263194344,"1000","10"
