"","const","size_data","ratio_noise_data","law_noise"
"277","10.2345539567608","1000","1","unif"
"278","10.3571977946403","1000","1","unif"
"279","9.91158899592897","1000","1","unif"
"280","10.1890124673395","1000","1","unif"
"281","10.2691519414183","1000","1","unif"
"282","10.0502084322879","1000","1","unif"
"283","10.1839454042462","1000","1","unif"
"284","10.1469144397026","1000","1","unif"
"285","9.85343183452173","1000","1","unif"
"286","10.2137669962745","1000","1","unif"
"287","10.411744808719","1000","1","unif"
"288","10.2354512357694","1000","1","unif"
"289","10.0256445137946","1000","1","unif"
"290","9.90721185786848","1000","1","unif"
"291","10.0624413948401","1000","1","unif"
"292","10.3236176925818","1000","1","unif"
"293","10.283096415158","1000","1","unif"
"294","10.0264631436615","1000","1","unif"
"295","9.97985259499879","1000","1","unif"
"296","9.89634970985331","1000","1","unif"
"297","10.0388322910835","1000","1","unif"
"298","10.2234785512294","1000","1","unif"
"299","10.2037492911035","1000","1","unif"
"300","10.3490723503747","1000","1","unif"
"301","9.90328417926865","1000","10","cauchy"
"302","10.0322715192009","1000","10","cauchy"
"303","10.0132640936268","1000","10","cauchy"
"304","10.0951908600522","1000","10","cauchy"
"305","9.9736841707692","1000","10","cauchy"
"306","10.0057909559261","1000","10","cauchy"
"307","10.0138088931678","1000","10","cauchy"
"308","10.0657346500588","1000","10","cauchy"
"309","10.0630692428308","1000","10","cauchy"
"310","10.1390038982671","1000","10","cauchy"
"311","9.95823128232185","1000","10","cauchy"
"312","10.0330165283222","1000","10","cauchy"
"313","10.0214625738678","1000","10","cauchy"
"314","9.99300161058733","1000","10","cauchy"
"315","10.0522539334187","1000","10","cauchy"
"316","9.96386293310044","1000","10","cauchy"
"317","9.95972869611329","1000","10","cauchy"
"318","9.97902664293964","1000","10","cauchy"
"319","10.0102190074088","1000","10","cauchy"
"320","10.0575240523861","1000","10","cauchy"
"321","10.008499268691","1000","10","cauchy"
"322","10.0243619961502","1000","10","cauchy"
"323","10.0114997345304","1000","10","cauchy"
"324","10.0183155452234","1000","10","cauchy"
"325","9.95534609655979","1000","10","cauchy"
"326","10.0578770460755","1000","10","cauchy"
"327","9.93249389443828","1000","10","cauchy"
"328","10.0431811152002","1000","10","cauchy"
"329","10.0382975653311","1000","10","cauchy"
"330","9.99213558442741","1000","10","cauchy"
"331","10.0336454848479","1000","10","cauchy"
"332","10.0061939557197","1000","10","cauchy"
"333","10.0491417962706","1000","10","cauchy"
"334","9.96008154723689","1000","10","cauchy"
"335","9.90836995847392","1000","10","cauchy"
"336","10.0213959096595","1000","10","cauchy"
"337","9.956814596529","1000","10","cauchy"
"338","9.94230213322165","1000","10","cauchy"
"339","10.047161935563","1000","10","cauchy"
"340","10.068830197995","1000","10","cauchy"
"341","10.0434686925324","1000","10","cauchy"
"342","9.93471081183134","1000","10","cauchy"
"343","10.0461520476905","1000","10","cauchy"
"344","10.0131011253146","1000","10","cauchy"
"345","9.96611215560601","1000","10","cauchy"
"346","10.0580416972795","1000","10","cauchy"
"347","9.91144769162611","1000","10","cauchy"
"348","10.1182068537995","1000","10","cauchy"
"349","9.94868626827431","1000","10","cauchy"
"350","10.0584252748783","1000","10","cauchy"
"351","10.1406632695859","1000","10","cauchy"
"352","9.90712041290196","1000","10","cauchy"
"353","10.0313960757008","1000","10","cauchy"
"354","9.95246550855896","1000","10","cauchy"
"355","10.0137442288796","1000","10","cauchy"
"356","9.99547506849786","1000","10","cauchy"
"357","10.1166555048505","1000","10","cauchy"
"358","10.0930755793469","1000","10","cauchy"
"359","10.0615041390219","1000","10","cauchy"
"360","9.9729223233761","1000","10","cauchy"
"361","9.98967573621465","1000","10","cauchy"
"362","10.0268541027541","1000","10","cauchy"
"363","9.92920554583165","1000","10","cauchy"
"364","10.0572784259355","1000","10","cauchy"
"365","9.93939250174049","1000","10","cauchy"
"366","10.058720156451","1000","10","cauchy"
"367","10.0381999804841","1000","10","cauchy"
"368","10.0353933097353","1000","10","cauchy"
"369","10.0129451016729","1000","10","cauchy"
"370","10.0098378341119","1000","10","cauchy"
"371","9.95043046604261","1000","10","cauchy"
"372","9.94933245783995","1000","10","cauchy"
"373","10.0058922314947","1000","10","cauchy"
"374","9.97892794768467","1000","10","cauchy"
"375","10.0351370435208","1000","10","cauchy"
"376","10.0208509755637","1000","10","cauchy"
"377","10.0512476693185","1000","10","cauchy"
"378","9.99612173101937","1000","10","cauchy"
"379","10.0214590156922","1000","10","cauchy"
"380","10.0238333587308","1000","10","cauchy"
"381","10.0749960428878","1000","10","cauchy"
"382","10.1026439537878","1000","10","cauchy"
"383","10.0396282958691","1000","10","cauchy"
"384","9.98151117212113","1000","10","cauchy"
"385","10.1161553987892","1000","10","cauchy"
"386","10.0049058344597","1000","10","cauchy"
"387","10.0708865044201","1000","10","cauchy"
"388","10.0462017726229","1000","10","cauchy"
"389","10.0871955922849","1000","10","cauchy"
"390","9.96929284561102","1000","10","cauchy"
"391","9.93484001512341","1000","10","cauchy"
"392","10.0128094537996","1000","10","cauchy"
"393","9.9832730572212","1000","10","cauchy"
"394","10.0610871108605","1000","10","cauchy"
"395","9.97314942823261","1000","10","cauchy"
"396","10.081290707925","1000","10","cauchy"
"397","10.0180628386888","1000","10","cauchy"
"398","10.0092418730809","1000","10","cauchy"
"399","9.98012477464577","1000","10","cauchy"
"400","10.0554098751639","1000","10","cauchy"
"401","10.0257735521402","1000","10","normale"
"402","10.030136407325","1000","10","normale"
"403","10.0262400525738","1000","10","normale"
"404","10.0263655583983","1000","10","normale"
"405","10.028578883555","1000","10","normale"
"406","10.0270488928371","1000","10","normale"
"407","10.027758214752","1000","10","normale"
"408","10.0238385933709","1000","10","normale"
"409","10.0307993192775","1000","10","normale"
"410","10.0284817428779","1000","10","normale"
"411","10.0258509884858","1000","10","normale"
"412","10.021818238443","1000","10","normale"
"413","10.0281703601997","1000","10","normale"
"414","10.0221636580618","1000","10","normale"
"415","10.0268941307583","1000","10","normale"
"416","10.0231477325846","1000","10","normale"
"417","10.0243890278164","1000","10","normale"
"418","10.0267976471914","1000","10","normale"
"419","10.0279581536134","1000","10","normale"
"420","10.0240687283663","1000","10","normale"
"421","10.0213334110948","1000","10","normale"
"422","10.0265767576716","1000","10","normale"
"423","10.0312197362987","1000","10","normale"
"424","10.0216885520717","1000","10","normale"
"425","10.0301925728034","1000","10","normale"
"426","10.0279982214306","1000","10","normale"
"427","10.0267398990271","1000","10","normale"
"428","10.0253650191663","1000","10","normale"
"429","10.0220740789641","1000","10","normale"
"430","10.0247607052643","1000","10","normale"
"431","10.0257901857951","1000","10","normale"
"432","10.0315064787774","1000","10","normale"
"433","10.0252868558483","1000","10","normale"
"434","10.0276921987846","1000","10","normale"
"435","10.0299764975228","1000","10","normale"
"436","10.0280717978036","1000","10","normale"
"437","10.0246568981519","1000","10","normale"
"438","10.0268363058595","1000","10","normale"
"439","10.0260363650208","1000","10","normale"
"440","10.0294599109647","1000","10","normale"
"441","10.024578168826","1000","10","normale"
"442","10.0299379238512","1000","10","normale"
"443","10.023913253472","1000","10","normale"
"444","10.0280934527602","1000","10","normale"
"445","10.0262064516736","1000","10","normale"
"446","10.0253456107729","1000","10","normale"
"447","10.0307113576472","1000","10","normale"
"448","10.0250500644539","1000","10","normale"
"449","10.0254291959762","1000","10","normale"
"450","10.0262291276368","1000","10","normale"
"451","10.0281841656603","1000","10","normale"
"452","10.0291842682873","1000","10","normale"
"453","10.0280064227505","1000","10","normale"
"454","10.0290348791028","1000","10","normale"
"455","10.0319393924362","1000","10","normale"
"456","10.027215114554","1000","10","normale"
"457","10.0264856125348","1000","10","normale"
"458","10.0293888674142","1000","10","normale"
"459","10.0262676502545","1000","10","normale"
"460","10.0237526979093","1000","10","normale"
"461","10.0282286297045","1000","10","normale"
"462","10.0307822491011","1000","10","normale"
"463","10.0255896265349","1000","10","normale"
"464","10.029874411715","1000","10","normale"
"465","10.0261995387668","1000","10","normale"
"466","10.0288903507285","1000","10","normale"
"467","10.0247314270051","1000","10","normale"
"468","10.0255314563233","1000","10","normale"
"469","10.02784224032","1000","10","normale"
"470","10.0314879094471","1000","10","normale"
"471","10.0229309255744","1000","10","normale"
"472","10.0214043316464","1000","10","normale"
"473","10.025114541121","1000","10","normale"
"474","10.0231849989096","1000","10","normale"
"475","10.0278687168719","1000","10","normale"
"476","10.0255554662679","1000","10","normale"
"477","10.0295150888467","1000","10","normale"
"478","10.0234253521536","1000","10","normale"
"479","10.0307635863427","1000","10","normale"
"480","10.0286429776654","1000","10","normale"
"481","10.0269361969167","1000","10","normale"
"482","10.0256268996555","1000","10","normale"
"483","10.0276820951259","1000","10","normale"
"484","10.0249857668871","1000","10","normale"
"485","10.0286426714437","1000","10","normale"
"486","10.0274497155347","1000","10","normale"
"487","10.0272166311801","1000","10","normale"
"488","10.0247295070833","1000","10","normale"
"489","10.0279786892496","1000","10","normale"
"490","10.0270843098091","1000","10","normale"
"491","10.0268127020963","1000","10","normale"
"492","10.023384038803","1000","10","normale"
"493","10.0250432127327","1000","10","normale"
"494","10.0271059292597","1000","10","normale"
"495","10.0268994375898","1000","10","normale"
"496","10.0274650904302","1000","10","normale"
"497","10.029543252571","1000","10","normale"
"498","10.0280390166656","1000","10","normale"
"499","10.0241186957267","1000","10","normale"
"500","10.0257489809511","1000","10","normale"
"501","10.0874830712637","1000","10","unif"
"502","10.216936073562","1000","10","unif"
"503","10.0671651444738","1000","10","unif"
"504","10.0463910035497","1000","10","unif"
"505","10.152635609057","1000","10","unif"
"506","10.034326877664","1000","10","unif"
"507","9.93447457864141","1000","10","unif"
"508","10.1455302874541","1000","10","unif"
"509","10.0932430041767","1000","10","unif"
"510","10.1334517276218","1000","10","unif"
"511","10.1291553583065","1000","10","unif"
"512","10.051633230228","1000","10","unif"
"513","10.0165703793696","1000","10","unif"
"514","9.90916197225008","1000","10","unif"
"515","9.9814646326952","1000","10","unif"
"516","9.89120855563277","1000","10","unif"
"517","9.86098460933484","1000","10","unif"
"518","10.0854384222034","1000","10","unif"
"519","10.0875722788405","1000","10","unif"
"520","10.1556024486004","1000","10","unif"
"521","10.0756747282204","1000","10","unif"
"522","10.0678725031114","1000","10","unif"
"523","10.0291716540921","1000","10","unif"
"524","10.0443274108435","1000","10","unif"
"525","9.9023300946382","1000","10","unif"
"526","10.1198946182469","1000","10","unif"
"527","9.99006068268259","1000","10","unif"
"528","10.0624294899555","1000","10","unif"
"529","9.97017308296712","1000","10","unif"
"530","10.1017870880113","1000","10","unif"
"531","10.0036775567056","1000","10","unif"
"532","10.0136775923251","1000","10","unif"
"533","9.90504323200959","1000","10","unif"
"534","10.1933987171166","1000","10","unif"
"535","10.0170175967698","1000","10","unif"
"536","9.87175640342963","1000","10","unif"
"537","10.0022551340215","1000","10","unif"
"538","10.0969072898712","1000","10","unif"
"539","10.1802221581272","1000","10","unif"
"540","9.87167511078855","1000","10","unif"
"541","10.0826624795028","1000","10","unif"
"542","10.077762344907","1000","10","unif"
"543","10.1068843846399","1000","10","unif"
"544","10.054520131824","1000","10","unif"
"545","9.87328292184572","1000","10","unif"
"546","10.1166552539722","1000","10","unif"
"547","10.0949403272741","1000","10","unif"
"548","10.2229532617811","1000","10","unif"
"549","10.06662552601","1000","10","unif"
"550","9.94722795476557","1000","10","unif"
"551","10.1575958883939","1000","10","unif"
"552","9.97769999464523","1000","10","unif"
"553","9.95485407740654","1000","10","unif"
"554","10.0503155995507","1000","10","unif"
"555","10.1132236800909","1000","10","unif"
"556","10.0501409668017","1000","10","unif"
"557","10.044208111881","1000","10","unif"
"558","9.97537572327294","1000","10","unif"
"559","9.90107126984232","1000","10","unif"
"560","10.1033324357815","1000","10","unif"
"561","10.0502342782649","1000","10","unif"
"562","9.94405717537233","1000","10","unif"
"563","9.84329611079313","1000","10","unif"
"564","10.1687434076605","1000","10","unif"
"565","9.90569209950343","1000","10","unif"
"566","10.0566142402014","1000","10","unif"
"567","10.0968311133675","1000","10","unif"
"568","9.87514987419843","1000","10","unif"
"569","10.039923222512","1000","10","unif"
"570","10.2296614505457","1000","10","unif"
"571","9.93620315024184","1000","10","unif"
"572","10.0674198683802","1000","10","unif"
"573","9.99579653218847","1000","10","unif"
"574","10.1785744220748","1000","10","unif"
"575","10.1835309395072","1000","10","unif"
"576","9.918347636691","1000","10","unif"
"577","10.087327024488","1000","10","unif"
"578","10.0131185284396","1000","10","unif"
"579","9.77229749390987","1000","10","unif"
"580","9.97914454272344","1000","10","unif"
"581","10.0703690270829","1000","10","unif"
"582","9.95801118408166","1000","10","unif"
"583","10.1395670329683","1000","10","unif"
"584","10.104710016013","1000","10","unif"
"585","10.1350773904564","1000","10","unif"
"586","10.0726005467674","1000","10","unif"
"587","10.0834698920814","1000","10","unif"
"588","10.0182368968047","1000","10","unif"
"589","10.0930753271885","1000","10","unif"
"590","9.96994362312026","1000","10","unif"
"591","10.2247948767955","1000","10","unif"
"592","9.94984760674493","1000","10","unif"
"593","9.9748683469447","1000","10","unif"
"594","10.031241059245","1000","10","unif"
"595","10.0129023386048","1000","10","unif"
"596","10.0231464979361","1000","10","unif"
"597","10.0178213540099","1000","10","unif"
"598","10.0876259904809","1000","10","unif"
"599","9.9740404252751","1000","10","unif"
"600","9.90263042382435","1000","10","unif"
"601","10.0364005117607","5000","1","cauchy"
