"","param_1","param_2","const","law"
"1","0.981543032212512","4.03113444574738","31.9622573570718","uniforme"
"2","0.980438735229825","4.02313179702913","31.7868347458959","uniforme"
"3","0.979335868279923","4.01789276105766","31.7465600101453","uniforme"
"4","0.978662320047118","4.01386733958823","31.5583530663916","uniforme"
"5","0.978708666798632","4.02405977918946","31.8346639680942","uniforme"
"6","0.988086083735912","4.01005939472114","31.642330997056","uniforme"
"7","0.978458624228008","4.02298783783631","31.7212893917642","uniforme"
"8","0.992000131310442","4.01239327823262","31.566380794307","uniforme"
"9","0.972366774217992","4.01494683983725","31.5722186145475","uniforme"
"10","0.981634811988701","4.01007056658627","31.4150399413049","uniforme"
"11","0.977599426539041","4.02520953626858","31.8367996710149","uniforme"
"12","0.993029373888829","4.00899927218745","31.5765989211575","uniforme"
"13","0.97448793818698","4.02024960041494","31.7259417295597","uniforme"
"14","0.988297654190447","4.01118938419437","31.6779057046082","uniforme"
"15","0.997067562387427","4.0055167255187","31.4982116053027","uniforme"
"16","0.972516859853622","4.01559729701525","31.6673014639195","uniforme"
"17","0.946419852905421","4.01280986084245","31.4853296680017","uniforme"
"18","0.991428266270133","4.00371554758213","31.531535201757","uniforme"
"19","0.991473069216611","4.013344525526","31.6150590130612","uniforme"
"20","0.982465649734127","4.01340465230186","31.6694399665665","uniforme"
"21","0.985672677997023","4.01347751292275","31.65069014896","uniforme"
"22","0.987528317514064","4.00348502251036","31.4303356648768","uniforme"
"23","0.99667294318558","4.01030481646144","31.4922091444141","uniforme"
"24","0.99426191284399","4.02425189340965","31.8458532521196","uniforme"
"25","0.983691080324401","4.01671007868504","31.7163753997785","uniforme"
"26","0.983574360623202","4.02097799777402","31.6874740933683","uniforme"
"27","0.977109429192201","4.01503247405795","31.5788147403778","uniforme"
"28","0.989371001533382","4.01738489018701","31.6640716886878","uniforme"
"29","0.989806324728957","4.00716176434791","31.4932107845529","uniforme"
"30","0.993615585394157","4.00379814513825","31.3476872353495","uniforme"
"31","0.948833681397558","4.00305652785192","31.3407836172012","uniforme"
"32","0.990386472404501","4.01596723236879","31.7213601002902","uniforme"
"33","0.989155419503557","4.01154688977445","31.552622192421","uniforme"
"34","0.972454508636365","4.02770059550239","31.8702715838655","uniforme"
"35","0.980086177925198","4.0133569026194","31.5673491787696","uniforme"
"36","0.985387456768796","4.01219518346625","31.4850029439477","uniforme"
"37","0.977261574086761","4.02335702363886","31.8986487414761","uniforme"
"38","0.983023446129555","4.01524287203135","31.5907011103479","uniforme"
"39","0.963865520413343","4.02577283180673","31.7654939315747","uniforme"
"40","0.978499456050089","4.02132630132111","31.6646809109067","uniforme"
"41","0.992640094300553","3.99073239708315","31.1994714129821","uniforme"
"42","0.970166468444516","4.00991388519614","31.4796531983451","uniforme"
"43","0.986747868796094","4.01763104359632","31.6272895498646","uniforme"
"44","0.970081785927273","4.02607628988617","31.8293882464978","uniforme"
"45","0.98112037786858","4.01937543648995","31.6448083262703","uniforme"
"46","0.992209838401297","4.01126519980309","31.5207850702421","uniforme"
"47","0.990790255506991","4.01641417183994","31.7463373623673","uniforme"
"48","1.00333854420299","4.0061330547263","31.4428699808618","uniforme"
"49","0.971671991129404","4.01400996989318","31.6678935425561","uniforme"
"50","0.993996349915889","4.0157727046836","31.6292584080119","uniforme"
"51","0.970409635692472","4.03255503022049","31.9493522506794","uniforme"
"52","0.972506723724245","4.01147472588226","31.4382233874551","uniforme"
"53","0.990952567260769","4.02318388024007","31.8062436016243","uniforme"
"54","0.968007972502995","4.00157133506778","31.3103262285631","uniforme"
