"","param_1","param_2","ratio_alpha_psi"
"224",2.70095683965577,4.33807811438174,"5"
"225",2.50801517134441,3.9038809156456,"5"
"226",1.83530202288549,3.73375378201799,"5"
"227",2.38120225965828,3.77335731833917,"5"
"228",2.40141570065579,4.02872163096845,"5"
"229",1.75545556199755,3.88718925152921,"5"
"230",1.47690169352809,3.93139833834994,"5"
"231",1.44110604027647,3.95082494040489,"5"
"232",2.20795902696737,3.86208493908889,"5"
"233",2.46912088944951,4.07013917519458,"5"
"234",1.47694104633293,4.11819289001733,"5"
"235",2.07396152015172,3.95076664505869,"5"
"236",0.978197467010619,4.12927597724993,"5"
"237",1.68031564429403,4.03532788977027,"5"
"238",2.53276058182242,3.8295998000973,"5"
"239",1.92808700923343,3.75433325187769,"5"
"240",2.64111660064634,4.03688129690896,"5"
"241",2.18713149071737,3.83101860150018,"5"
"242",2.08831598203561,4.25416491042761,"5"
"243",1.40458547793187,4.11417420838097,"5"
"244",1.53589841552512,4.39279454748485,"5"
"245",1.31679515762081,4.18227735344262,"5"
"246",2.54704425559035,3.77582907842734,"5"
"247",2.30722659607473,4.0368442873647,"5"
"248",0.512441601506784,4.05441458046568,"5"
"249",2.4296048709679,4.29039137356522,"5"
"250",1.71594929474923,4.11912643622236,"5"
"251",1.3369005563344,4.16689052446947,"5"
"252",3.90679663089185,4.46273509141031,"5"
"253",2.78685424783579,3.77893566664751,"5"
"254",2.05661160525986,4.37019748141704,"5"
"255",2.47492228046686,4.53049924727893,"5"
"256",3.68001148827356,4.27190105984655,"5"
"257",1.69458128464049,3.95983648247548,"5"
"258",2.39129168945337,3.91294522751465,"5"
"259",0.959813846016554,4.16866549655788,"5"
"260",2.24475705552149,4.13879568796146,"5"
"261",1.95320546591225,4.14948834486729,"5"
"262",1.98910171832904,3.6476333779392,"5"
"263",1.87235800827648,3.82806006069013,"5"
"264",2.13449862271155,4.22285407668315,"5"
"265",1.76215093764068,4.06337541638213,"5"
"266",2.1701581953414,3.57089363852947,"5"
"267",3.0439502304816,4.07151937102024,"5"
"268",2.71150736631408,4.21041519300834,"5"
"269",2.56392557623397,4.23292754906439,"5"
"270",1.25263950019193,4.19062472426515,"5"
"271",1.89597232849629,4.50383542383497,"5"
"272",1.82977166912461,4.09602533579164,"5"
"273",1.73885642306487,3.93164295059032,"5"
"274",1.44644759497424,4.01574434726827,"5"
"275",2.5208718770229,4.01871395256928,"5"
"276",1.08141532689333,3.87779390662909,"5"
"277",1.43191036733497,4.08030555358328,"5"
"278",1.58431944591067,4.35202176804524,"5"
"279",2.52454212149897,3.84832021923212,"5"
"280",2.78761843192825,4.09832571570169,"5"
"281",1.58846420849841,4.17865834108998,"5"
"282",1.33072871415444,4.15127423347567,"5"
"283",2.11075252117486,4.14767948180268,"5"
"284",2.32695150693653,4.27825441862217,"5"
"285",1.65600766252974,3.96452446943076,"5"
"286",1.94897857556644,4.11125329390343,"5"
"287",2.73276773751259,3.71189412773474,"5"
"288",2.53644163261197,4.11726785028111,"5"
"289",1.1505450624869,4.54191726072695,"5"
"290",1.48086699515425,3.86823912900782,"5"
"291",1.04946158533021,3.90868087646486,"5"
"292",0.555941934167349,4.16741396738508,"5"
"293",2.31793131386073,4.15789667403477,"5"
"294",3.26689123596693,4.2301960330511,"5"
"295",1.79474220825701,3.84667369411877,"5"
"296",2.96613198315257,3.96580424275981,"5"
"297",1.05425355151023,4.15725174151632,"5"
"298",-0.340972158991152,4.4239058198028,"5"
"299",1.35506913051541,3.94431502425832,"5"
"300",1.81169604130851,3.84791151178702,"5"
"301",1.69382319671714,3.72849538069422,"7"
"302",2.06945833545179,3.45624248925597,"7"
"303",2.00595844891942,3.40087917262717,"7"
"304",2.58484657641848,4.0865335268867,"7"
"305",3.31799748670209,3.89782797698729,"7"
"306",2.23222473617228,4.27194805681872,"7"
"307",1.69543801765638,3.81344716273072,"7"
"308",3.25537847220827,4.08866535651017,"7"
"309",2.64153665733056,4.08527963165854,"7"
"310",2.11954292593947,4.06838256748379,"7"
"311",2.91194889186933,4.3915031476435,"7"
"312",0.764549565289876,4.02421721252058,"7"
"313",2.67096125378276,3.96281352340148,"7"
"314",2.32224447260735,3.86120274609669,"7"
"315",1.3052232104179,3.68947047171532,"7"
"316",-2.19944675958021,5.20769543322906,"7"
"317",2.36171664173238,4.12308294241036,"7"
"318",2.00216511603167,4.43604209566338,"7"
"319",2.55404401425646,3.82753482540062,"7"
"320",3.69957183021615,4.68351712915188,"7"
"321",1.41547218525171,4.24952174950236,"7"
"322",1.34421498574496,4.12969316952238,"7"
"323",1.08299463725919,4.44120110031361,"7"
"324",1.78181234747172,3.63386564552784,"7"
"325",2.07403468914525,3.83574142892333,"7"
"326",2.88451177156256,4.00298278434511,"7"
"327",3.08743135157983,3.94637809488086,"7"
"328",1.45990031003894,4.90006781998382,"7"
"329",0.942575320895778,4.01317196604905,"7"
"330",2.39905450906927,3.78942485358266,"7"
"331",1.97801842357295,3.82732907408936,"7"
"332",0.76537161250417,3.86916299877084,"7"
"333",1.1442633771776,4.13309078105285,"7"
"334",2.42501420455991,4.03458154412157,"7"
"335",2.78436473482853,3.52522955200394,"7"
"336",2.31764001702169,3.85591261072325,"7"
"337",1.67810407328798,3.82093155379844,"7"
"338",2.26345178895486,4.10024539342234,"7"
"339",1.75391876595095,3.72941029733047,"7"
"340",3.67175254547875,4.69629414703122,"7"
"341",2.95747890419653,3.90389966883204,"7"
"342",2.71806344489145,4.19423270794043,"7"
"343",0.344056117887798,4.57968618329842,"7"
"344",3.45277581433118,3.89864523378145,"7"
"345",2.03619496140159,4.0532450192577,"7"
"346",1.67746543584281,4.42727906761984,"7"
"347",-0.691802148199994,4.5726752125405,"7"
"348",2.44167159767533,4.19496246735417,"7"
"349",0.785497298909291,4.62303428619143,"7"
"350",1.54971333474296,4.02043809166808,"7"
"351",2.41416579556572,4.37849822904499,"7"
"352",2.34421642176367,4.13892288730317,"7"
"353",2.14034658223245,4.0391802451569,"7"
"354",1.9204531187394,3.79874549051597,"7"
"355",2.65665746170529,4.24715124309939,"7"
"356",2.51567043062927,4.32553308994256,"7"
"357",2.29176959392517,4.67720510759009,"7"
"358",2.627090074748,4.3137679058692,"7"
"359",-0.150134627123721,4.63314257156067,"7"
"360",0.0381094336709112,3.9249292657503,"7"
"361",0.719524742706767,4.04014601634655,"7"
"362",1.93560048590981,4.19299863322458,"7"
"363",1.81819641044963,3.86606202012758,"7"
"364",1.4448258100827,4.20213039734881,"7"
"365",1.54412693093391,3.99698284729357,"7"
"366",1.30071746148715,3.85503876701878,"7"
"367",0.342746582395125,4.25279103225025,"7"
"368",1.94803542833097,3.86698310651455,"7"
"369",2.23773992419665,4.39171268159917,"7"
"370",-2.0619439443455,5.56629204685322,"7"
"371",2.03508386625027,3.73761184592922,"7"
"372",1.93278730886232,3.47960392650275,"7"
"373",2.42939180400268,3.99126543990833,"7"
"374",1.5409285902565,3.95551055580809,"7"
"375",1.17695760580246,3.36405286572408,"7"
"376",1.32785886296219,4.1813259928438,"7"
"377",2.45550569875028,3.98276526881783,"7"
"378",1.40895745262508,4.01667387211944,"7"
"379",2.08744365681542,3.9737962249581,"7"
"380",0.98065443270171,4.86660947614437,"7"
"381",1.76066289716965,4.16156403555451,"7"
"382",1.15622398510023,4.28405198916298,"7"
"383",3.115428089502,3.88035238619672,"7"
"384",2.38363446136358,3.99759873689246,"7"
"385",2.68729955872462,4.10395539679982,"7"
"386",2.71317999739947,4.07079036287177,"7"
"387",1.59093776724185,3.80344734374085,"7"
"388",1.06049080422236,3.90079407614685,"7"
"389",1.07444366958226,4.86760417259065,"7"
"390",1.68369115278329,4.18244551156095,"7"
"391",1.34579062172199,4.14276454132063,"7"
"392",2.09804988714403,4.12393371965302,"7"
"393",2.59622050332835,4.00886197865596,"7"
"394",2.02465556993557,4.39437569154252,"7"
"395",1.88133102383,4.80359152688179,"7"
"396",1.99508846034145,4.01833313873368,"7"
"397",2.03979387186228,3.31712579490304,"7"
"398",3.66956828508833,3.52196150236611,"7"
"399",3.62896211109911,4.84550473734998,"7"
"400",1.81168389788227,4.02534645707592,"7"
